IDX	CPT000814	CPT001846	X01BR001	X01BR008	X01BR009	X01BR010	X01BR015	X01BR017	X01BR018	X01BR020	X01BR023	X01BR025	X01BR026	X01BR027	X01BR030	X01BR031	X01BR032	X01BR033	X01BR040	X01BR042	X01BR043	X03BR002	X03BR004	X03BR005	X03BR006	X03BR010	X03BR011	X03BR013	X05BR001	X05BR003	X05BR004	X05BR005	X05BR009	X05BR016	X05BR026	X05BR029	X05BR038	X05BR042	X05BR043	X05BR044	X05BR045	X06BR003	X06BR005	X06BR006	X06BR014	X09BR001	X09BR004	X09BR005	X09BR007	X11BR003	X11BR004	X11BR006	X11BR009	X11BR010	X11BR011	X11BR012	X11BR013	X11BR014	X11BR015	X11BR016	X11BR017	X11BR018	X11BR019	X11BR020	X11BR022	X11BR023	X11BR024	X11BR025	X11BR027	X11BR028	X11BR030	X11BR031	X11BR032	X11BR036	X11BR038	X11BR040	X11BR042	X11BR043	X11BR044	X11BR047	X11BR049	X11BR050	X11BR051	X11BR053	X11BR054	X11BR055	X11BR056	X11BR058	X11BR059	X11BR060	X11BR072	X11BR073	X11BR074	X11BR075	X11BR080	X13BR009	X14BR005	X14BR008	X14BR014	X15BR003	X16BR012	X18BR002	X18BR003	X18BR004	X18BR006	X18BR007	X18BR009	X18BR010	X18BR016	X18BR017	X18BR019	X20BR001	X20BR002	X20BR005	X20BR006	X20BR007	X20BR008	X21BR001	X21BR002	X21BR010	X22BR005	X22BR006
MAMDC2	-0.9452	2.7888	-1.2575	-0.8952	-1.4487	1.5074	2.325	-1.7398	-2.0881	-2.5692	-1.0369	-2.2901	1.5316	-2.7278	3.1445	2.8706	-0.992	2.3521	-2.1166	-1.3792	-2.7012	0.0057	0.394	-0.527	-2.2321	-0.347	-0.6789	4.9866	-3.078	-1.8253	-0.0365	3.7559	-0.7896	3.0083	3.0939	-2.2357	-0.1602	-4.6052	-0.5959	0.8067	-0.755	-0.7671	-0.4993	0.7112	0.8622	-1.3264	-3.039	-0.6511	-0.631	-2.7657	-0.7716	0.6571	-1.5446	1.549	-1.6233	0.1992	-1.3771	4.1665	0.312	-1.8983	1.0647	1.5041	-1.3395	-0.5807	1.5772	-2.6705	-2.612	0.3528	0.2533	-1.315	-3.0515	-1.0891	1.2142	-2.0459	1.4183	1.0762	-0.6432	-2.5919	-2.5672	2.5722	-0.8921	2.8374	4.5881	1.44515	-1.6343	6.2371	-0.6162	0.6399	3.072	-0.99335	0.1618	-4.3439	4.1585	1.4458	-2.5905	-0.9059	-1.77405	1.9135	3.5048	0.8096	1.1525	1.5089	-3.0625	2.6083	3.6695	1.8087	4.0808	3.1444	-0.881	2.7478	1.0311	0.3969	1.8755	-2.8402	-2.6056	-2.3053	5.9782	0.0592	2.2346	2.19345	-0.0555	1.7574
MAML1	-1.5047	-1.5887	-3.7661	0.2375	0.29	0.1269	-2.1269	-1.1535	0.8667	0.8111	0.1926	-1.6323	0.9134		0.8074		-0.8102	2.3271	-1.4986	-0.1408	-1.0104	0.5712		1.7379	-0.2843	-0.2216	0.2591			0.7216	0.2026	1.7936	1.4681	0.0294		0.5829	-0.6172	-0.5981		1.2905	-2.8754	-2.2472	0.2867	-2.4801	0.175	0.2367	-0.7642	-1.1	1.3436		1.559	2.1512	0.0376		-0.374	-0.3834	1.1234		0.0647	0.0954	-4.3262	0.7053	1.627	-0.1917	-0.1654	1.1164	-0.8562	-2.6161	-1.3799	-0.2499		-1.3334		0.64245		0.0356	-0.4495	1.4971	-0.4824	0.3358	0.6892		-0.7472	2.1445	0.7159	2.1916		-0.8222	-1.0091	1.16145		-0.8467	-0.3766	0.7526	1.5361	-0.0755	-1.697		-3.1905	1.7267	1.362		-0.2562	0.6188				-0.6557	1.1995	0.2131	0.0736	1.3776	-3.0565	0.3226	0.2296	1.3907	-0.673	-0.3308	0.5802	1.0411		
MAML2	-0.5069	-0.0151	2.5812	-0.6	0.9577		3.6128	-0.5214	0.7155				1.6773	1.28	-0.9786	1.6806	-2.8673	0.6566		0.6582		0.1203	-1.3221	-0.179	1.2867	-1.9192		-0.6308	-0.023		-0.5896	0.0486		-1.0337	-0.3728			-0.3024	0.9696	-0.6133	1.5914	-0.5179	-1.8783	2.7562	-1.0656			-1.343		1.6692		1.3941		-0.8745	-0.903	-0.2598	-1.6411	-0.0085		0.0933	-3.5033	1.0001	-0.8256		-1.4333	0.2753	1.1793	-0.9164			-0.2432	-0.3906	0.4446	-1.8157	-0.1878		0.5529	-1.3114	-0.536	-0.2619	0.5529	2.4808		0.4881	-1.2794	1.3773	-0.8415	0.8495		-1.0052	-0.128		-0.2254		-0.3321	0.0265	-2.37275	0.5468	1.181	0.1367	-0.1151	1.1253	-1.3034		-0.826	1.4513	-0.6327	0.1826	-0.9304	-0.6567			1.9168			0.9069	-0.2354	-1.0953	-1.1214	-1.1479	-1.2496	-1.1533
MAML3	-3.6472	-6.8758	-2.5684	-0.9203	-0.6269	0.5369	-1.6217	-1.202	-3.3967	0.9601	0.0577	-3.6025	-0.3507	-4.0982	-1.6834	3.1071	1.0291	0.6472		-2.2697	-2.6732	-0.1966	-1.2557	0.6296	-1.0963	-0.4631	1.0487	-0.0395	-1.3342	0.1192	0.7881	0.0982	0.3331	0.7403	-0.0033	-2.7432	-0.0908	-4.3406	-1.0291		-3.2983	-1.8984		-1.2101	0.7365	1.3218	0.5193	1.3133		-0.5281	2.3246			1.2728	-0.77495	-0.6373	0.2667	-0.1361	1.0273		-6.9113		4.7408		-1.7384	-0.9748	1.0609	-0.8183	2.7788		0.5171	0.3029	0.5007	0.7858	-0.5388	-2.3702		1.1661		0.403	-0.2499	0.7411	0.6907	0.26515	-1.3465		1.8017	-0.3975	3.1089	-0.2929	-0.7942		-0.3561	1.2011	1.8406	1.299	-1.6472	0.4525	-0.4676	-0.9025	0.5241	-0.5264	1.2372		-1.9224	-6.4403	-1.7123	-0.0001	2.6561	-0.3897			-4.9939		-1.1927	-0.5023	-1.8955	0.2594	0.701	0.50375	0.2106	1.8827
MAMLD1			-2.5897				-6.4341							-1.6222			-4.51						-1.9218					-0.2661													-6.5857			-1.6061				-0.7397		-1.5016											2.1736							-3.3047				1.0151	2.6718											-1.9712														5.2501				1.9936																		-0.7303		
MAN1A1	-2.0565	-0.9997	0.2605	0.2993	0.0768	-1.014	0.8758	-0.2767	-0.5859	-2.0099	-0.4896	-0.8327	0.466	-0.6621	4.2415	-0.7792	1.1835	0.7786	-0.8907	-1.2957	-0.8909	-0.0943	-0.2744	0.7885	-1.6633	-1.6126	0.0388	1.0989	-1.881	-0.1807	-0.8895	1.0945	0.2022	2.0182	0.5267	-1.6392	-1.1321	-1.9359	-0.089	-0.228	-0.8835	4.513	0.0909	0.2808	-0.7875	-1.6217	0.0632	0.9359	0.9428	-1.0244	1.4356	1.6298	-1.364	1.7213	1.24625	0.0138	1.5674	1.6524	-1.0734	-0.2426	-0.2395	1.9403	-0.0291	-1.1497	-1.0129	-1.2101	0.1162	0.9274	0.3087	-1.7183	-0.1895	-0.92575	-0.4039	-0.37103	0.7806	2.0927	-0.1982	-1.3609	-0.3695	-0.2769	-0.1014	2.4024	-0.4676	0.1074	-1.0993	1.3379	-0.2482	0.5555	2.4415	-0.2905	-0.0672	0.59	-0.0793	0.8412	-0.0968	-0.3335	0.787	0.8364	0.9021	-0.9532	2.0474	0.8037	1.9965	0.9179	-0.2412	-0.0537	1.8756	-0.0262	1.3672	0.8446	0.8227	1.8311	-0.6618	-0.7098	-1.0026	0.5778	0.0802	-1.1161	-1.426	-0.1216	-1.2532	1.3697
MAN1A2	-4.3438	1.3895	-0.7814	0.9011	0.1744	0.9246	-0.035	-0.7074	-0.2907	-1.0614	-0.6084	-0.8462	2.2427	-0.1223	-0.6341	-0.8614	0.9678	-1.0296	-0.987	-2.9793	-0.7454	0.8638	0.4225	-0.9956	-0.4471	-0.1171	-0.2656	0.5794	-1.743	-1.3829	-1.009	-0.1165	-1.6382	0.3945	-0.4022	-2.1639	-0.5362	0.1173	-1.5912	1.2277	-0.9395	0.9149	-1.8085	-0.3704	-0.0576	0.068	0.5603	1.0045	0.8278	-0.4539	0.2998	1.6448	-0.063	1.6916	2.0656	-0.5313	-1.0483	1.3406	-1.3188	0.4162	-1.0717	0.2514	0.1873	-0.3717	-0.8061	-1.4493	0.0406	-1.1166	0.3342	-1.245	-0.5115	0.07145	0.0165	0.22223	0.2394	0.9609	0.32	-0.2257	-0.0507	-0.1075	-0.4074	0.9842	-1.0525	0.4149	0.663	0.0244	0.0596	-0.52	0.2149	-0.6936	-2.0681	1.0321	-1.3995	0.077	1.4337	1.7071	-1.1781	1.6502	-0.4184	-1.7574	-1.0345	0.5579	-1.5881	-0.2008	-0.2016	-0.1634	0.1466	-1.4796	1.26	0.3968	1.0258	1.1773	-1.2294	-0.0072	-0.613	0.6847	0.7591	-0.4114	0.378	1.20055	1.0594	0.9343
MAN1B1	-0.1136	-0.9753	-0.7408	-0.3323	-0.2776	1.9346	0.4441	-0.7125	-0.1915	-0.8124	-0.0739	-0.0635	1.1822	0.0131	-0.3055	0.1992	0.8769	0.2405	0.2253	0.0758	-0.7734	0.1081	-0.6323	-0.3017	0.4637	-0.6001	-0.429	0.0075	-1.5333	0.3292	-1.1812	0.0404	-1.1761	1.7605	-0.3272	-1.344	-0.7213	-0.7573	0.8266	1.2905	-0.9851	0.9946	-1.1593	-0.8407	-0.202	0.2414	-0.1443	0.9988	-0.7312	-2.0383	1.3066	-0.8522	-0.2169	0.4472	2.5406	0.4994	-0.9116	1.1366	-1.8699	-1.0155	-1.0973	-1.9268	-0.3447	0.1741	0.4483	-1.6056	-0.2667	-1.1967	0.0723	-0.2838	-0.6158	0.4122	-1.4462	0.46743	1.8659	1.9801	0.8382	0.3774	-0.615	0.4553	-0.3408	-0.0559	-0.5818	0.0024	0.9349	-1.3646	0.6784	-0.1089	1.3919	0.2582	0.3325	1.5797	-0.7509	0.1497	-0.1162	3.4245	-0.98785	-0.2166	-1.0471	-0.5937	-0.6183	1.417	-0.9712	-0.3826	0.502	0.1815	1.8404	-0.3772	2.1999	-0.3553	0.0894	0.4366	-2.4751	0.4385	-0.552	-0.7976	2.512	0.132	0.8638	2.23735	-0.7065	-0.1692
MAN1C1	-6.5273	-1.5747	-1.3386			0.1343	-0.0563			-2.7848	-2.2343	0.2249					3.2363		-0.5277	-1.7489	-1.1205	-0.6769					-1.0007			0.6716		-0.9202	0.9548		-4.1313	-1.0458	1.3613		-7.2789		-0.9084			1.2405	4.2125	-0.9093	-1.1056	-1.8692			0.541				-3.8136	1.5346			-0.3128		0.9066							-1.0966	3.0513			9.3231		2.4996	3.0858	1.5617							-1.2209	0.7056			-1.2191	-5.2221	-0.5195	0.2365	-3.1808			1.1462	-0.2905	1.5314			-4.1282	-0.702	-2.3157				-0.3813		-4.1015		4.1979						-3.6665					5.3571		5.5927
MAN2A1	-0.7593	0.4624	-0.3822	0.6448	-1.1457	1.2259	-0.8509	-1.2657	-0.9945	-0.8808	-1.297	0.5724	-0.6196	-1.3374	0.129	-0.2041	2.082	-0.77	0.5563	-0.3356	-0.5774	0.23	-0.7011	-1.0318	-0.363	1.7801	1.467	0.0517	-0.9122	-0.1057	-0.8186	0.4835	-0.1311	2.5036	-0.8921	-1.7594	-0.9874	-0.6891	-1.3459	0.0296	-0.5705	0.9124	-1.1029	0.4046	0.4585	0.1219	-0.9636	0.7843	-0.5632	-2.3246	-0.2219	-1.3711	-0.5904	-0.1884	2.51025	-0.6836	-0.9188	1.0827	-3.0043	-0.7873	0.2789	-0.5091	-0.9458	-0.5197	0.8517	-1.4918	-0.2465	-0.8564	2.2656	-1.0276	-1.4655	-0.50675	-1.4054	-0.61817	2.3311	-0.9326	-0.2087	-1.3825	-0.708	0.7368	-0.1196	-0.0559	-0.8214	-0.50445	-0.0168	-0.1529	-0.4322	0.904	1.573	-0.42425	-0.8456	0.3469	-0.9432	-0.3254	-0.2988	0.4488	-2.86925	-0.8703	-0.2844	-0.5315	0.1324	-0.2048	-0.5156	0.3478	0.1608	-0.4393	-1.0034	-0.296	-0.3972	0.8389	-0.0029	1.7707	-2.0545	1.7907	-0.9087	0.3865	0.4276	0.7093	0.3019	0.0207	-1.6201	-1.6544
MAN2A2	-0.9002	-1.1948	-1.1742	0.1116	0.7163	1.2407	-0.3599	1.2094	0.4392	-0.2654	0.6051	1.824	0.1645	-2.7238	0.0495	0.3785	2.2786	-0.3382	-0.7084	1.1174	-1.6953	0.4469	-0.4403	-0.5612	0.7307	0.2753	0.1675	1.0105	0.0486	-0.1532	-0.0041	-0.2514	-0.1311	1.7218	-0.5655	-1.0755	-0.5622	0.231	0.0111	-0.2594	0.0057	0.7753	-2.7072	0.237	-0.9587	0.2625	-1.6681	1.3905	-1.1614	-4.7764	0.841	-1.885	-0.7197	-0.1884	3.42025	-1.7099	-0.0644	1.4228	-1.0753	-1.4203	-0.5696	-0.9335	-0.4288	-0.7316	-0.5078	-1.5786	-0.0324	-0.444	-0.6687	-0.8972	-0.425	-0.577	0.1312	-0.79257	2.2433	0.1348	-0.863	-0.8382	-0.3046	0.4379	-0.4377	0.7113	-1.0126	-1.4061	-0.2976	0.0507	-0.5369	1.1926	0.1109	-0.13235	-0.4833	-0.3482	-1.5559	1.8553	0.3903	0.0066	-2.6926	-0.6751	1.9136	0.6967	-0.8006	-0.5861	-0.4238	-0.7676	-0.1955	0.9151	-1.2577	-0.4759	-0.8013	0.6236	-0.359	0.7767	-1.1145	2.7652	-0.4839	2.3048	0.6344	-0.6844	0.378	-0.70055	-0.8576	-2.0361
MAN2B1	-0.7162	0.0006	1.1188	-0.1149	1.4791	0.3022	0.66	0.0522	0.2172	-0.4267	-0.6533	1.1679	0.6746	-0.0247	1.0247	1.1627	0.3547	0.8818	0.4111	0.8013	0.6431	0.737	0.439	0.344	-0.9134	1.3854	0.8482	0.5186	-0.0018	1.064	-0.2026	0.5743	0.1941	0.4611	0.7141	0.1254	0.3258	0.6135	0.1031	0.9177	-0.015	0.4912	-0.2874	0.456	-0.9186	0.2742	-0.584	-0.2651	1.597	-0.5409	0.3082	0.1607	0.2408	0.3848	0.66975	-0.741	-1.3531	0.7964	0.227	1.0578	0.6997	-0.2438	-0.1553	-0.421	-0.0942	-0.5523	1.5597	-1.1847	0.33	-0.1171	0.7347	0.3346	-0.5492	-0.8636	2.3457	-0.0851	0.2493	-1.4661	-0.0564	0.2337	0.0379	0.2062	0.9903	-1.59885	-0.8609	-0.5634	0.1802	1.1735	0.0975	-0.5652	0.038	-0.4046	-0.1613	-1.2456	0.0111	-0.05	0.4718	-1.2323	-0.0192	0.8949	-0.1368	0.3167	0.6519	0.399	0.8766	0.6204	0.9394	-0.4411	0.07	-0.6768	-0.8312	-0.512	1.5353	0.1287	-0.728	0.6284	0.2658	0.7249	-0.1708	-0.135	-0.0088	-0.7179
MAN2B2	-1.5106	-0.0848	-1.8937	-1.2178	-0.6551	0.2973	1.0157	-0.1467	-0.1891	-1.1035	-0.3451	0.2604	-0.6296	-2.6003	1.7852	-0.956	0.6782	-0.8106	-0.6358	-0.5483	-0.7622	1.7682	0.1996	1.219	-1.8791	2.846	1.0611	1.7482	0.2371	-0.3306	-0.9158	0.6844	0.9282	0.0595	0.2055	-1.458	1.341	-1.5348	-1.115	-0.3892	-2.2412	0.7977	0.0533	1.6251	1.5414	0.3187	-1.8921	-1.1314	1.9447	-2.2313	1.5758	1.0707	-1.9202	1.8905	1.42925	3.5806	1.1954	-0.9835	-0.728	-2.1954	-0.365	-0.2644	0.7524	-0.72	-1.3892	-1.7889	-1.5087	-0.7102	-0.1938	1.4551	-0.1209	-0.72545	0.121	-0.2922	2.9308	2.1732	-0.2427	-1.5032	0.7448	1.5088	1.489	1.8756	-0.4762	-0.45485	1.8796	-0.0248	0.8085	0.8768	-0.5866	1.24445	0.9893	-0.0191	0.2463	1.9546	-1.2371	-1.0533	-0.3809	1.7007	1.8234	1.3143	-0.4769	-1.0111	0.1045	0.6502	-0.159	-0.1478	-0.0834	1.6795	1.3699	1.0054	1.0126	1.1509	-1.1927	-2.5606	-1.0355	-0.8567	0.7166	0.6495	-0.7695	0.13005	-0.0915	1.2385
MAN2C1	-1.3267	0.215	-1.0717	-1.3871	-0.4548	-0.3102	0.0433	0.1414	0.3542	-0.8808	0.2857	-0.2271	0.3379	-0.7338	1.2552	-1.0979	0.3801	-0.6636	-0.6864	-1.2261	-1.0439	0.4469	-0.3384	-0.0402	-1.7401	0.9604	-0.32	1.0132	-0.2009	-0.0257	0.3201	1.3752	-0.1188	-0.1832	1.8732	-0.9474	-0.325	-0.8132	-0.9249	1.1334	-0.6742	0.4614	0.2277	0.4674	-1.1137	-0.5507	-0.6604	-0.3537	-0.1329	-0.4412	-0.0312	0.5693	0.171	-0.5834	0.19685	1.2123	0.4251	1.1734	0.6857	-1.2567	0.5021	1.8872	1.2303	1.1495	-0.3484	-0.1742	-1.1005	0.595	1.3862	-1.0518	0.8033	-1.6924	0.7173	-0.56633	0.6928	1.4866	-0.5568	-1.2805	-1.23	1.0929	-1.3526	-0.0208	-0.9213	-0.0114	-0.8503	1.2459	0.9259	0.0246	-0.4323	0.05825	0.7672	0.1602	0.8796	0.1426	-0.833	-0.6424	0.373	0.5205	-0.0274	0.941	-0.028	0.7026	1.775	0.6386	-0.3508	0.6925	0.7094	0.3741	0.5179	0.4887	0.3479	-0.7974	-0.6549	-0.7249	-1.5682	1.0082	0.4912	0.0072	0.2809	1.56645	-0.3936	1.9364
MANBA	-2.4596	-0.3584	2.989	-2.5564	-1.2998	-0.7572	-1.0311	-3.3712	-1.2921	-0.6143	-1.9599	0.3346	-0.112	0.1645	-0.12	-1.4913	2.9298	-1.9212	-1.2943	-2.6672	-1.574	-0.36	-1.4193	-0.7623	-0.7196	0.3868	-0.4958	-0.7441	-1.7217	-1.9328	-2.3766	-2.3513	-1.4992	-1.0638	-0.9135	-0.557	0.1956	-1.1212	-2.3187	0.7543	-1.5779	-2.0828	-0.4483	0.5893	0.421	-0.1406	-1.4114	-0.2994	-0.7665	-2.2631	-1.8709	-0.6416	-0.4118	-1.611	-1.2992	-2.6943	-1.0411	-2.0634	-0.9677	1.5294	2.2061	-0.2792	-3.7861	-1.8173	-1.8164	-2.9618	-2.6398	-1.6291	2.7042	-0.7958	-2.7653	-0.3833	-2.6337	-3.09677	-0.2726	1.6019	0.4011	-3.0806	-1.4528	-2.4261	0.0228	0.0819	-1.3578	-1.28645	1.2086	-1.3777	0.7387	-1.6826	-0.439	-2.7981	-0.7007	4.0455	-0.3023	-0.1162	-2.7787	-1.7108	1.0506	-1.5153	-0.473	-1.921	-1.1787	-2.0311	-0.9427	-0.1975	1.9944	1.1283	0.0979	0.1072	-1.1393	-0.0108	-1.5487	0.3496	-0.1792	-1.5534	-1.763	-1.9031	1.4751	-1.1187	0.1548	-0.58285	-0.5699	-1.714
MANBAL	-5.4453	-2.5576	-2.6431	-1.5954	-1.2998	1.337	0.0314	0.2816	-2.3267	-1.2157	-0.098	-0.3756	-2.14	-7.7077	-2.738	-0.6074	1.6507	0.2468		-3.2715	-1.7624	-0.3527	-2.2133	-1.587	-0.8677	-0.3099	-1.1863	1.798	-0.7291	-1.6503	-0.6504	0.7477	-0.8161	1.1247	0.3366	-1.0083	-5.6068	-2.6017	-3.7105	-2.2574	-1.8681	-1.4499	0.0533	-1.37	1.151	-0.9139	0.7487	3.7352	-6.0623	0.1294	0.44	-2.1758	1.626	0.7144	0.23845	0.1308	-0.7388	2.0322	0.4101	-0.3955	-2.8408	-1.7942	0.5149	-1.5328	-0.6163	-1.133	-1.8462	0.8193	-3.5689	-3.9668	-1.5162	0.76375	1.5914	0.8008	-0.6412	-2.0644	0.511	-0.9712	0.3724	0.9709	0.35	-1.1526	-2.5847	0.62245	1.0214	1.9519	0.1136	1.473	1.0599	0.55875	-5.8221	-2.1778	-0.8996	2.5415	-0.2822	1.1573	-2.2001	0.8035	-2.3047	-0.4463	-0.9311	-2.0632	-0.1138	-0.8337	-0.692	-1.2232	-1.6744	-0.2757	0.746	0.4772	1.1286	1.6743	-2.4521	3.7045	-0.9345	0.1643	0.5416	-0.9185	-0.6566	-1.56295	-0.5735	0.2424
MANEA	-0.8923	-0.9753				-0.1324		1.2731	2.676	-0.6196	-1.4045	-2.6427		-0.949	2.5298					-1.6932	-0.4673	1.6585	-0.5114	-0.1327			-1.7655	-0.3545		-1.1704		-2.5055	-2.2272	-1.1411	6.0949	-2.5027		-0.6457	-3.1424	-1.5579		-3.2913	1.6415		-0.4159	0.2297			1.1697	-1.7159	2.9276	2.6827	0.6943		2.38	-1.4164			1.0443	2.9547		-0.7508		-0.6852		-1.2043	-2.4357			-1.9599			0.9288	-0.41253	0.0609	-2.2093	0.3383	-0.965	2.1921	-1.8583	1.3648			1.0261	-0.7532	-1.7356	2.1444	-1.5029			0.5265	0.4328	-3.4889		-2.3414	-1.8043	-1.7965	-0.7146	-0.145	-0.2965	-0.2266	-0.5425	-0.5282	-0.1215	-0.1011		1.1613	-8.3373	0.0507	1.5106	-0.3696	0.5972		0.0406	-1.0378					-0.21805		-1.9198
MANEAL	-2.1113								-1.0394						-0.7216	-1.4016				-3.3689				1.223					-3.017					0.5685				-0.96		3.1001			0.4531						-1.91			4.5855	4.1133	-0.5389	3.9916	-0.3636		0.1502		-0.8045		1.8136		-2.276			-0.9242			1.9092	0.1832						0.7597		-0.2059			0.6411			2.185	0.0376		2.1428				-3.9117			-0.797	-0.5063	-1.8011		-1.7552	-1.2113			0.3007	-2.9158		-4.2644					0.3716	-2.7909		-1.9966							-2.0625	
MANF	-0.0099	0.7238	-0.8839	1.48	1.0913	1.1394	0.6576	0.251	-0.43	0.6007	-1.297	-0.3452	-0.2401	-0.0406	1.809	0.8963	0.8431	0.96	1.6757	0.6304	0.6879	0.5152	-1.1277	-0.189	0.2735	-0.6814	-0.3522	-0.1942	1.9756	-0.2532	-1.3028	-1.2146	-0.3131	-0.1188	-1.4676	-0.0011	1.2629	0.5929	0.6304	2.2895	-0.4026	-0.4432	-0.2525	0.9644	-1.6111	0.0422	1.0682	-0.3852	-1.0435	0.2481	0.9869	-0.9098	-2.0474	1.2936	0.63855	-0.4386	-1.3147	-0.3203	-1.2395	-0.0445	3.2685	-0.1554	0.8396	0.3715	0.2076	-0.6449	0.5042	-0.8043	-0.7496	-0.2185	0.2338	0.70275	-0.014	-1.4127	0.6548	-0.195	1.9558	-0.1639	0.1665	-0.2246	-0.3044	0.4304	0.4083	1.4635	0.4052	-1.0231	0.0787	-0.4819	-0.3384	0.5745	-0.1561	0.0841	0.2258	-0.3024	-0.2629	-0.4185	-1.0416	-1.252	-0.0411	0.2474	-0.1613	0.3649	-1.6799	-0.4834	0.4471	-0.038	-0.3946	-0.325	-0.3945	-0.1888	-1.0	-0.4364	-0.0528	0.1237	-0.6764	2.2655	-0.246	0.9589	-0.7249	-0.5496	-1.8503	-0.2288
MANSC1		-4.83	-0.9372	-0.6732	-0.6706	3.5547	-1.5577	-1.7806	-0.8694	-1.7241	-0.6308	1.4799	-0.3934	-3.158	0.2986	-4.7203	2.2681	-0.0661			-0.2023	-0.4697	-2.1256	0.7744	-0.8001	1.4016	-0.4166	-0.711	-3.7761	2.1838	-1.0921	-1.7954	2.1654	1.3868	0.441	0.7047		0.5308	-3.314	3.144	-1.5468	2.2106	-0.2954	-1.0768	-2.2742	-1.0944		0.5756	0.2296	-0.9714	1.0542	-2.2836	-0.418	1.9292	3.04645		-1.1563	0.5867	1.0405	-0.0165	-1.5622	-1.0396	0.548	0.5021	0.3364	-1.104	-0.5514	-2.2277		-0.8779	1.5575	1.8631	0.1159	0.8707	0.3359	2.1947	0.5974	-0.8505	-6.2093	0.0917	-0.2317	1.719		-0.6239	0.5146	-4.1688	-1.6761			-0.0141	-3.2579	4.0381	-1.0714				1.6336	1.942			-2.9223	-0.6803	-0.196	-0.2719	0.907	0.5232	-1.3497	0.493	2.4802	-1.7389	-0.3142	-0.3571	-0.9973	-1.2563	-1.8147	-1.5205	1.3637	0.2828	1.6621	-0.74395	-0.5806	3.517
MAOA	-2.843	-3.1901	-1.8937	-4.1627	-4.0247	0.5961	-3.5832	-1.7474	-1.7551	-1.3454	2.2872	-2.2867	-3.6629	-4.0405	-1.1879	-5.3801	0.1475	-2.9285	-1.3162	-1.9914	-0.611	1.3976	0.8681	3.6367	-2.1388	-3.8373	-3.2011	-3.1066	-4.3547	3.6934	-2.3584	-1.1899	-1.1822	2.5143	1.9348	-2.6354	0.7915	-2.6058	-0.79	1.5879	-1.725	-2.8453	5.6174	2.8895	0.8515	4.3683	-2.0587	-3.0301	-2.3461	-5.0712	-2.3196	0.7072	2.5782	-6.0837	-0.10715	-1.9549	2.8321	-3.8349	-2.8816	-2.2492	2.8849	1.0737	-3.765	-0.2439	-4.3727	-3.8357	-3.98	3.0875	3.5091	-3.5562	0.1235	-2.8568	-0.1593	-0.74877	-1.6007	2.149	1.5475	-4.8994	-1.1284	-4.6576	-1.8373	1.4731	1.2642	1.07085	3.8413	-0.895	-1.8094	0.2042	4.9298	-3.3983	1.4779	-4.1769	-3.4453	2.5787	-1.5775	-1.7902	4.6974	3.0476	4.1007	1.2705	-3.4201	-3.8642	5.1192	0.2189	1.2908	-1.9882	-0.0915	-3.9047	-3.4726	-1.7733	2.6242	3.0122	-0.0964	-0.9339	1.5604	-3.7904	-1.9804	-5.2036	-2.9517	-0.31005	1.117	-0.7268
MAOB	-2.6904	-2.1742	3.1086	-2.3276	0.1924	-2.0685	0.2639	-3.9396	1.9272	-1.5172	3.3289	2.4262	0.1042	-4.4289	0.19	-4.3618	2.3716	-3.16	-1.973	-2.1524	-2.6769	4.2742	3.6248	1.5851	-2.9526	-2.3232	0.7442	4.4782	-4.291	-0.7256	0.3991	-2.1422	2.3822	0.1948	2.2855	-0.7631	-1.5544	-1.4272	1.3927	-1.6291	6.1494	-4.6095	7.0553	1.2139	-0.2314	-0.5976	-3.5442	-0.4195	2.5548	-3.4699	0.7148	0.5016	1.9092	-0.6784	-1.4022	-4.0208	5.4958	0.598	-3.0836	-0.8863	-2.2038	2.4532	-3.6689	-3.5504	-1.9317	-5.0318	4.021	3.3217	-2.7171	1.7208	-5.2993	-2.4301	0.5644	-2.2007	2.0122	1.8755	-1.3891	-6.1582	0.1298	0.7094	-6.0694	0.8221	1.5524	0.5484	-0.4053	-1.4467	1.8938	-2.543	2.9345	1.83795	0.786	3.4045	-3.5556	0.0274	-2.4964	-2.8104	-2.95795	1.7029	3.584	3.0425	0.652	-2.7088	1.7339	-0.3297	-0.2991	-0.9253	1.2289	-2.1207	1.5101	-3.6535	0.1791	-1.8159	0.1357	1.836	-2.9694	-3.9114	-4.8525	-4.6316	2.7283	1.3606	-0.7389	8.5691
MAP10	0.266	0.1592	-4.9831	1.5898	-1.2561	-1.1597	-1.5482	-0.427	0.2715	-0.6038	0.8587	-0.3655	0.7952		1.4195		-3.3493		1.0442	-0.1408	0.2195	1.2368		-0.6637	-1.7712		-1.6294			1.6814	-1.2501	1.7468	-0.7302	-1.3752		-0.404	1.2167	0.7417			-0.3508	-1.1409		1.985	1.9451	0.3023	0.2052	-1.6518			0.8719				2.1028	1.4132			-1.7812		-1.7598					0.6303	1.3758	-3.607	0.2342			2.3879		-1.95775		-2.8986		1.7817		-0.2171	1.6193		0.5738	-0.442	2.9832			-0.471	-0.0132	1.5964			-0.2997	0.9884	-1.1762	0.7974	3.2643		1.0743	-1.1583	-0.4442		1.601					-0.6528	-0.3093	-0.1199					-0.1366			3.4707	-1.2133	-3.0394		
