IDX	CPT000814	CPT001846	X01BR001	X01BR008	X01BR009	X01BR010	X01BR015	X01BR017	X01BR018	X01BR020	X01BR023	X01BR025	X01BR026	X01BR027	X01BR030	X01BR031	X01BR032	X01BR033	X01BR040	X01BR042	X01BR043	X03BR002	X03BR004	X03BR005	X03BR006	X03BR010	X03BR011	X03BR013	X05BR001	X05BR003	X05BR004	X05BR005	X05BR009	X05BR016	X05BR026	X05BR029	X05BR038	X05BR042	X05BR043	X05BR044	X05BR045	X06BR003	X06BR005	X06BR006	X06BR014	X09BR001	X09BR004	X09BR005	X09BR007	X11BR003	X11BR004	X11BR006	X11BR009	X11BR010	X11BR011	X11BR012	X11BR013	X11BR014	X11BR015	X11BR016	X11BR017	X11BR018	X11BR019	X11BR020	X11BR022	X11BR023	X11BR024	X11BR025	X11BR027	X11BR028	X11BR030	X11BR031	X11BR032	X11BR036	X11BR038	X11BR040	X11BR042	X11BR043	X11BR044	X11BR047	X11BR049	X11BR050	X11BR051	X11BR053	X11BR054	X11BR055	X11BR056	X11BR058	X11BR059	X11BR060	X11BR072	X11BR073	X11BR074	X11BR075	X11BR080	X13BR009	X14BR005	X14BR008	X14BR014	X15BR003	X16BR012	X18BR002	X18BR003	X18BR004	X18BR006	X18BR007	X18BR009	X18BR010	X18BR016	X18BR017	X18BR019	X20BR001	X20BR002	X20BR005	X20BR006	X20BR007	X20BR008	X21BR001	X21BR002	X21BR010	X22BR005	X22BR006
CACFD1	0.2049	-1.0171	-0.5261	-1.5325	-1.3272	1.6209	0.4828	-0.0021	-2.8804	-1.1772	1.0087	-0.2531	-0.5909	-0.9195	-0.0475	-0.9451	-0.3477	0.5281	-0.6596	-0.4246	-1.093	-0.7572	-0.4009	-0.459	0.6156	-0.376	0.0712	0.641	-0.8768	-0.2393	-0.0923	-0.3858	-0.8874	-0.7115	-0.029	-1.5626	-0.447	-0.7963	0.4498	0.4216	-0.1786	0.6932	-0.1501	-0.794	0.7614	0.412	-0.7814	0.8997	-0.5038	-2.2096	0.5954	0.2251	-0.2519	-0.1747	0.1186	1.7157	0.3538	0.2351	0.4754	-1.027	0.3404	-0.5065	-0.011	-0.3224	0.8931	-1.2479	-0.8442	0.1721	1.3206	0.3173	1.7228	0.561	-0.1062	-0.0475	0.5424	-0.0676	-0.6707	0.5061	0.5715	0.9938	0.6051	-1.2032	0.7228	0.307	0.41	-0.7568	1.0824	0.9771	0.5443	0.0541	1.0126	1.0968	0.6572	0.1364	-1.7659	1.0748	0.8963	0.0137	0.4639	0.7517	0.577	1.9289	-0.2751	-0.1113	-0.4698	0.6917	0.8275	0.18	0.6384	0.0278	-0.2591	1.0792	-1.5165	-3.1611	-2.8945	-3.2342	-2.8404	0.9736	1.0295	-2.4686	-0.3795	-0.6778
CACHD1	-0.8425	0.8515	0.3197	-0.7793	-0.8432	-1.4177	0.3107	-1.7264	0.2703	1.4125	-0.7382	-1.2247	0.6841	-1.8495	-1.9723	1.2411	-2.7159	0.934	0.3747	-3.3424	-1.7018	0.7888	-1.0135	1.5964	-0.6382	-0.5921	0.6653	2.9183	-1.1511	0.7962	0.5266	-0.6744	3.1618	-2.445	0.5158	-1.3523	-0.3573	0.563	0.1525	-2.1357	0.2834	-1.3109	0.365	2.5852	-1.2224	-1.3188	1.7071	-0.9697	1.6657	0.2955	-2.5219	0.6816	1.1534	-0.6366	-0.1511	-0.754	0.3149	1.6324	-0.5658	1.2898	-2.1792	3.5991	1.0097	0.1383	-0.2821	-0.3224	0.4863	-2.7127	0.6566	1.0423	-1.422	1.1961	1.1877	-0.039	0.3884	-1.0575	-1.0437	-1.1681	-1.8816	0.8129	-2.0562	1.4522	-2.4235	0.7736	-3.2006	-0.2302	1.4275	-0.299	1.5136	-0.228	-0.3083	0.8188	1.5109	0.681	0.1223	-1.2062	-1.2755	1.321	2.0703	0.665	-1.1105	0.0142	-3.1198	-1.465	0.34	0.2088	0.6772	0.8079	-0.0591	-1.3139	2.017	-3.2001	1.4878	0.8802	0.5569	-0.4356	-0.6783	-0.6078	-0.881	0.6995	-0.1938	-0.5505
CACNA1A	0.0073	-0.384		1.6364	-0.8065	1.1242	-2.3499	1.7513	0.5933	-0.1747	-3.2279	3.4183	1.9735	1.7114	-3.6967	2.5193	-2.7911	-2.2769	2.3682	4.5387	3.8386	-1.4065	0.7574	0.0328	0.3138	1.6964	0.6212	-1.838	-3.5243	-1.1104	0.7187	0.1102	0.8097	0.419	-0.8393	3.0364	-0.6507	1.2528	3.6986	-1.5962	4.1878	-5.0501	-0.7022	1.2987	-2.6589		-0.4515	-3.0964	-1.177	-2.6613	0.4842	-4.2608	-3.8515	-2.4256	-2.8314	-2.9735	-2.7773	0.9618	-3.7043	-0.3567	-2.3657	0.1877	-2.2728	0.3529	2.8931	-1.219		-3.027	1.0491	-3.5057	-0.1792	1.4424	-3.2369	-2.8987	0.8996	0.9415	1.938	1.5383	-4.3344	3.3313	-0.0238	-1.7834	-0.7555	-3.6757	4.4467	3.671	3.3681	0.1854	-1.4485	1.9891	-4.7016	-3.8392	-0.0972	-1.7948	1.8086	-3.5018	0.4161	2.0878	-0.2041	-2.6774	1.7141	2.1166	0.8523	1.1321	2.1962	4.4401	-2.7576	-1.1848	-2.1926	-0.9293	3.5133	-3.3408	0.8886	-1.3257	0.1978	-2.5226	1.45	-1.5241	-0.2006	-2.1203	-1.7696	1.744
CACNA1B	0.0336	-2.9861	5.3463	-2.5989	6.7271	2.2954	-0.8973	4.2365	5.4483	5.341	4.7791	-1.6455	1.5203	5.5691	-1.5751	-0.6323	-2.8049	-1.8551	3.6821	3.0233	5.8469	-1.1984	-1.8309	-0.406	0.9483	-0.4999	-1.3352	0.743	-1.7661	1.4998	-1.2119	-0.7518	0.5449		1.0772	1.1411	0.4557	0.4475	-0.7572	3.7214	3.8495	-3.7416			2.228	-1.8045	2.8253	-3.6016	-1.0566	-1.4486	1.9156	0.1075	-0.6175	-2.5574	-4.2563	-3.4891	-1.7403	-2.5138			5.2643	-0.5556	1.4988	3.1897	-0.6486	5.2443	7.0988	-1.2214	-1.2169	-0.9716		-1.519	-4.5566	4.6894	2.9088	0.1239	-0.5932	1.5908	0.12		-0.2215	0.0442	-1.7578	-2.9247	-2.9983	-1.0983	-2.036	2.8924	7.2443	-0.806	-4.9638	-3.24	-0.2853	8.3498	6.206		-1.8084	0.2571	-3.1754	3.2784	0.671	2.4133	-3.026	3.9381	-0.101	7.7372	0.2622		1.1383	-0.0837	-3.129	-0.8866	0.5956		2.9309	-0.3222	0.9319	0.452	-0.3287	-1.4319		-3.1075
CACNA1C	-2.0717	-1.4295	2.04	-1.3845	1.9272	2.1389	0.6232	-0.326	-1.3996	1.4379	-1.3906	-2.2759	1.1437	-2.4381	-0.4892	-0.9186	-1.5103	0.117	-0.5024	-0.5512	-2.4499	0.9938	-0.5851	0.5646	0.1901	-1.5257	1.0322	-0.9277	-0.3697	1.469	1.3151	0.2633	1.5303	3.0592	-0.2103	-2.5083	0.9379	-0.9581	-0.2374	1.141	-1.2326	1.3672	0.0109	1.8997	-0.0988	-1.1574	-0.9994	-0.4403	0.9459	-1.919	-1.2645	0.0986	-1.0908	0.0897	-0.492	-1.0652	-2.1505	1.3259	0.1998	-0.6425	0.0868	0.4589	-1.7351	0.7926	-0.7369	0.6018	-1.7205	1.8335	4.5079	1.3147	-0.8118	1.9893	3.8023	-2.0802	0.6916	0.8958	0.3969	-0.9333	-2.1831	2.5564	-0.2876	0.14	-0.6568	-0.4313	2.5045	1.3804	2.2824	0.2865	0.2826	0.3493	4.3042	-1.3868	2.7591	0.337	-1.9334	-0.6086	-0.3161	1.5497	0.2505	1.2834	-0.1138	0.829	-1.4736	3.2055	1.4364	-0.1733	0.6192	0.2961	1.4221	1.1282	2.9507	-2.5805	-1.1311	-0.6109	-0.845	0.2098	0.0027	-0.8334	0.323	-0.1159	-1.1642	0.3126
CACNA1C-AS1	0.9944			0.5632										1.7025		-0.215			1.2378	-0.4175	-3.8818																																							-0.4815							1.0459																																															0.0867				-1.2588				
CACNA1C-AS2	1.1494			0.7444										1.8993		0.0198			1.4287	-0.2661	-1.5911															-1.9382										-1.1406														-0.2868							1.2735																																															0.2565				-1.0908				
CACNA1C-IT2																																																																																																												-0.0933														
CACNA1C-IT3					1.4767																	0.084			-0.2784									0.243										1.3908																					-0.0822							-0.0327															0.0445													5.1933			1.5217																			
CACNA1D		-6.0623		-2.6502	-1.1832	-0.5914	0.6886	-2.7387	-2.9664	-2.3467	0.5488	-3.4423	-1.4276	-2.1468	0.0675		1.8316	0.9274			-5.2175	-0.2228	1.5599	2.367	-1.289	0.2615	-1.5581	1.0547	-1.5114	-0.8483	3.1772	-1.3937	-0.0853	1.3439	3.0393		2.595		-2.2608			-0.1305	1.1752	0.5715	2.5513			0.3957	0.9312	-6.2441	-3.4032	-2.9742	-1.9085	1.2188	-1.0525		0.1564	2.2019	0.7384	-4.2646	-0.0557	0.1335	-0.0847	-2.2814	1.9646			1.9122	1.7341	1.6015	-2.5707	-0.1947	1.3103	0.009	-1.1888	0.6519	-0.3118	-2.7736	0.0234	3.2486	1.1909		3.2144	0.4005	3.0413	-0.5853	-0.9936	-1.6189	-1.1235	-0.4748	3.7135	-0.3799	4.7906	0.3807	-5.0641		4.4067	2.3348	-0.7048	2.636	0.2078	-1.1382	-0.329	1.6451	0.5018	0.6187	0.4995	4.151	3.5293	-1.8087	2.9572	-0.6567	-1.472	-3.8542	-1.4289	-0.1151		-1.1112	1.3894	1.3945	1.2226	2.0235
CACNA1E	-1.5993	3.431		1.4227	1.4495	-0.369	2.3683	1.5102	2.6891	0.8219	-3.131	-2.0499	0.7497	0.1989	0.7514	1.5796	-3.1783	-1.7632	-0.763	-1.7525	2.5439	-0.5927	-4.6207	-1.7867	-0.856	-0.5595	-1.4155	2.1465	2.543	-0.4592	0.7249	-1.6141	1.9976	-3.4731	-0.1418	2.091	0.1435	0.2432	0.0754		5.3426	-0.5225	0.6929	-0.2577	-0.0163	-0.8421		0.6337	0.2373	2.2263	0.5387	-1.794	0.0864	-1.2119	0.3108	1.7668	-2.9871	0.1313		-0.8781	0.4549	-0.507	0.537	2.1203	-0.0672	-0.0857	1.8863	-1.5322	-1.7108	0.2827	2.5766	-0.0674	0.3293	-1.4643	-0.1307	-1.5562	-0.7428	0.5158	-0.6945	-5.0661	-1.517	-0.0386	-3.0171	-3.3235	-1.69	-1.304	1.1538	0.2158	2.0165	-1.794	0.0881	4.9109	1.0607	7.672	-2.5405	-0.9078	-0.693		-2.1574	-0.4187	0.6639	0.0261	1.0978	-2.715	-3.9424	-0.1219	1.12	-1.7155	-0.7397	-2.3649	-1.5552		-0.7847	-0.8683	0.6385	-2.4316	0.3373	0.6265	-0.6582		0.3715	-1.1845
CACNA1F		-2.9039	-0.5203	-0.3997	-0.2216	-5.4999	-4.1583	1.4601	-6.015	1.5781	-3.5837	2.7129	-0.7902	-1.6793	-2.1112	-1.6076	2.7814	1.149	-1.162		1.8424	4.8255	2.7967	0.1154	-1.0669	3.145		3.986	-2.0232	0.1805	4.1831	1.1441	2.2522	1.5712	-0.2403	-1.3986	3.0537	-2.3965	-1.2785	-1.8309	2.1675	-1.6496	6.03	-2.0056	2.4999	3.8727	1.6191	-5.5409	-1.7791	-3.1843	0.9888	-0.1239	1.0907	-0.2374	2.6995	-1.5246	0.8216	0.3948		-2.3119	-1.3436	0.1213	-2.577	0.1159	3.5526		2.1101	2.6207	2.5289	-3.1417	-3.1554	-0.3592	1.7229	-1.5732	0.5735	4.3752	-4.6992	-0.4988	-0.1406	4.8463	3.2984	-0.2772	2.1019	3.4862	1.8535	-0.4498	1.9092	-2.554	-2.8775	-0.5208	-2.3913	-2.4514	1.725	-2.0113	-1.6212	4.3621	3.0217	3.841	4.9244	1.2954	-3.7315	0.1428	2.47	2.9626	-4.1538	5.3685	-0.8709	-1.0153	-5.4969	1.3862	1.7199	-0.6128	-2.6386	-4.0041			-2.5265	-1.1432	1.8298	1.9311	-0.2451	5.3737
CACNA1G	0.2454	3.9211	-1.8821	-1.6862	-2.8385	-0.0784	2.5892	-4.287	1.8736	-1.4934	-1.8487	0.9752	1.6341	-2.0089	-4.2944	-1.0819	-0.9887	-1.3443	-1.3817	-1.8052	-0.7399	3.1515	1.3441	2.1106	-1.0685	-0.6066	-2.4631	0.6648		0.9132	0.6926	2.9956	4.0629	-1.7801	-1.4517	1.9449	1.9704	2.1753	-1.0481	-1.5806	1.9197	-1.27	0.0881	5.5376	0.7513	-2.0587	1.3569	0.0709	-1.0703		1.0064	-1.0814	-3.5354	-0.0633	0.7402	-0.1342	-1.3415	3.2337	-1.7914	0.8589	-0.1189	4.2465	-1.312	-0.1377	1.9451	-2.0067	-1.5277	0.7444	-4.3554	-0.4436	0.7802	1.7289	2.8876	-0.8812	0.8173	-1.2622	-0.2768	0.5674	1.8751	0.8095	-2.0835	2.1715	1.0088	-1.3224	-3.4633	4.1067	1.418	-0.4704	-0.2186	1.5815	2.168	-2.5539	3.9883	0.778		3.9685	-3.1506	5.2574	2.4801	2.7525	-0.1271	6.6172	-0.3745	-1.5603	1.1047	-2.1406	1.5651	2.0054	14.2701	1.8223	-0.5264	-2.5937	0.0769		-2.0984	-1.2297		-0.9897	-0.3669	0.7015	-2.6066	13.4325
CACNA1G-AS1							0.1966		-1.119	-1.0724				0.0961				-1.2174						-1.2824				-1.4149		-0.2088	0.8799		2.9955			-0.697	-1.3601				1.2147			2.6062	1.3259	-0.0353					-0.0005							0.9652				2.3007		-1.6149	-1.6537							2.8541	1.5184		-0.4604	-1.4969		1.0011	-1.34	-1.4593	0.0816	2.6509						-1.2026			-1.5519		1.1382			-0.8608		3.5389	-1.5583	-1.3058		1.1809	0.9344			-2.0026		0.0609	1.1075	11.555	2.2756	-0.5522	-1.0355						0.0109	1.2484	-0.9248	0.0726
CACNA1H	-0.8596	-0.0969	-3.3553	-1.201	-0.0183	-0.4393	3.0115	2.9771	-3.2293	3.0055	-0.0416	3.4161	0.1343	-3.493	5.6836	-0.5681	-2.9479	3.1018	-2.7222	-1.7041	-1.9868	4.0367	5.4437	0.9077	-0.4318	3.8099	6.6401		-1.9381	1.3569	-1.0653	4.0836	2.5794	-1.2936	-0.3067	-3.7387	-0.4045	-0.4351	-1.9016	-0.1695	-1.0269	4.4314	5.9617	0.32	4.1679	-0.6031	1.0671	-0.315	1.915	-3.3459	2.3397	1.1227	5.2529	0.1472	5.368	4.5601	1.2903	-0.124	4.8538	-3.6321	-2.9812	-0.9195	5.2107	-0.9159	2.7565	-3.1398	-1.499	-1.7551	-1.0249	1.5262	-1.961	-0.9997	0.4697	-1.5836	-0.0811	0.3863	-3.1018	2.7523	-2.984	1.2461	1.2121	-1.6017	2.9965	-1.7543	-2.8623	1.0658	-1.7487	1.0984	4.0328	-1.7058		4.5028	0.5194	0.4283	-3.1545	-2.4974	-2.7354	2.2861	3.1637	-0.0551	0.7905	3.1682	-4.1853	-0.583	-1.6053	5.1486	-0.7857	-0.0784	2.4473	6.1451	-0.4938	0.9703	-1.494	-3.3106	-4.0693	-3.3785	-3.0692	3.2549	3.5608	-0.7115	2.0794	-3.2858
CACNA1I	-1.4052	-3.9513	1.6571	-0.7807	3.3421	-3.572	-4.0399	-2.0318	-3.1534	3.8939	-4.6582	0.7584	1.727	-0.4279	0.5726	1.2963	1.8695	5.8586	0.0206	-0.3063	-0.1824	-0.2201	4.0369	-2.737	1.3127	0.179	-0.6162	-0.2646	-1.7605	3.1827	1.0588	2.4404	1.6874	-3.2911	1.1219	-2.4075	3.9999	0.2407	1.4939	-2.2712	-0.8249	-1.26	3.2467	-0.7803	0.0899	3.0356	1.6115	-1.4344	-1.6552	-0.7895	2.7607	0.5244	0.7765	-2.032	-0.7237	1.1124	-2.7742	-2.8434	-3.1906	1.0308	3.5855	-0.0837	-1.133	4.2607	1.2799	0.9662	3.3127	0.6073	3.7424	-1.6246	0.453	-0.7741	3.6233	-3.5031	2.4652	-2.8799	-3.8022	0.1371	2.7127	3.4465	5.081	-0.544	3.0216	2.7129	-5.411	-2.5545	1.0502	1.3513	5.3513	2.0867	-1.4546	3.5079	3.64	-2.1755	-1.5147	3.5189	-0.6183	-2.5448	4.7847	-0.3145	-3.3186	3.908	-2.1122	1.9093	-2.3564	4.1729	3.5963	7.2904	4.0341	-0.0768	-1.963	-4.113	-6.1318	-2.0174	-3.3119	-3.0822		-0.3323	-0.6333	-0.0273	2.5985	-0.565
CACNA1S		0.6744	0.4131		3.1233		0.0875	-0.01										0.1722				0.0757			0.615		-0.1329				-1.0718		1.1281							-0.5194		0.1059	1.3643		-0.0538		0.0342				1.1409	0.0037	0.0309			2.037					0.0994			-0.2841				-0.0437				-0.1059			4.4058											-0.0995				3.6292				1.2638												-0.2057	2.038												-0.563		0.1587	-0.0689
CACNA2D1		-2.376	-1.5417	-3.4193	-0.9491	-1.2296	-0.3676	-0.1776	2.3189	-1.3348	0.1862	-2.7177	-0.4635	-1.8664	-0.1979	0.8756	-4.1466	0.5018	-3.0104	-3.8288	0.8026	-0.3595	1.3746	3.0347	-4.3975	-0.5819	0.5841	1.4934	0.9631	1.2293	-0.6007	0.7556	2.2284	-1.2728	2.552	1.4511	1.9	-0.1183	-0.9108	-0.6571	0.5747	-0.2262	-0.0675	2.1116	1.4317	-3.6972	-2.1863	1.2352	2.8136	-1.9469	-0.932	-0.3501	2.7324	0.0941	0.0059	1.1473	0.0186	1.108	-1.5257	-3.09	-1.4752	0.9807	-1.9126	0.7835	0.0035	-1.5573	0.0679	-1.7925	-1.4254	-1.1907	-0.4754	0.4185	2.1063	1.5644	0.27	1.8467	-1.2623	-2.5317	-0.9179	0.3468	2.1057	2.2292	-0.3794	-1.8929	0.62	1.6017	-0.0165	-0.0138	0.4194	-0.1182	1.3204	-1.2476	1.0004	2.4536	-3.0427	-3.0683	-0.8145	0.2639	0.8704	1.0334	0.6569	0.2443	-2.6376	-0.4023	1.0701	-0.0907	0.7175	0.2517	1.4675	0.8411	0.314	-1.2055	-0.1511	2.0552	0.2137	0.0685	0.5233	-4.7833	-4.6715	0.2319	-0.9325	-0.5109
CACNA2D2							-1.2697			-1.6986	1.7898	0.7694			-0.5787		-0.4216					2.4198		-0.0443			0.5989			-0.2405	0.1559		-0.322		-3.2495									-2.5759	0.5973		0.0459		-0.8496			0.0058	0.4858			0.8793	0.8701		2.6482			-1.3001	0.099					0.637	1.9174		-3.5697	-1.3577	0.2746			0.1437		0.5921			-1.2526	-2.2635	0.6429		2.2381	-0.8109					0.2841		-0.5503	2.1002			0.5412	-2.2506		-0.1705	-1.6631			4.4731						-2.5843	2.8397							-0.7914	0.246	-1.3685		
CACNA2D3	-3.486	0.0574	-2.382	-2.3078	0.8887	-0.9835	-3.328	-4.4046	2.3372	-2.4001	-3.0567	-1.1064	1.9485	-2.97	-3.2336	-2.039	-2.2214	2.4404	-0.2061	-1.6932	-1.9996	-1.1615	0.7313	0.7218	-1.3151	-1.614	3.2382	-0.4302	-3.8085	0.0674	1.5326	-2.8595	3.1081	-2.5176	3.7401	-2.4673	4.6682	1.3462	-1.3093	0.2031	-1.1932	-3.6485	1.8469	2.1495	0.7401	-1.979	0.3915	5.2969	-4.0555	-3.1444	1.5467	0.7	3.7125	-2.5778	-1.8705	0.4985	1.092	2.3348	-0.8472	-2.8258	-3.8733	1.4992	-3.2859	-1.6549	1.1355	-1.8954	-3.6562	-2.8451	3.2655	-2.1421	0.0749	1.165	3.8314	-2.2907	2.2121	1.2175	3.6997	0.8487	-3.6304	-2.2043	2.0316	1.9334	-2.5374	-3.4601	-3.8465	1.8633	-2.6098	-2.0656	-1.7755	0.9787	4.1004	-2.8094	0.5618	2.2978	2.401	-2.0056	6.91	6.6513	0.6778	3.911	-4.2881	-2.6777	-2.5757	-2.1786	1.3783	0.0659	1.9701	0.4015	6.2804	-3.0809	4.0228	0.5103	-2.1385	-0.1515	1.6829	0.0438	0.7377	-2.1206	3.7253	0.3072	0.2696	2.2745
CACNA2D4	1.3624	1.1851	-0.8951	1.1279	0.1639	-0.3501	-0.0345	-0.7984	0.1897	1.4032	-1.8765	-1.8847	1.752	-0.6718	1.9077	-1.2224	-0.4106	-0.868	-0.3709	0.7598	-0.051		0.3534	0.8358	0.8095	-1.6278	1.6097	-2.9645	-0.4119	-0.1103	1.0502	1.3449	0.4707	0.0711	1.1343	0.6644	0.6366	-0.3418	0.7563	-0.6179	-0.6624	-0.1176	-1.115	-0.112	0.0718	0.7783	0.9481	-1.0256	-3.3063	-1.1778	-0.2103	-1.6135	-2.0877	-2.0342	-0.3742	-2.8914		0.616	-1.1066	-1.2216	-0.2524	0.8152	-0.1899	-0.6689	0.4272	0.0553	0.3432	-2.2447	0.1275	0.1716	-1.6869	-1.0423	-0.177	-1.4628	0.5379	-0.263	0.0246	0.6658	-0.1547	0.959	1.0892	-0.4806	0.6791	-0.2529	-0.0672	0.0043	-1.2289	0.192	-1.6571	0.2612	1.7304	-2.4678	1.325	1.1445	0.2577	1.0294	0.7594	0.1946	0.8089	-0.2348	-0.5747	0.4185		1.7215	1.5693	-0.2804	-1.4972	0.8031	0.3699	-0.0021	2.1361	0.863	1.2907	-0.4056	-2.3115	-0.4655	-0.4959	-1.0605	0.9122	0.3034	-1.9562	-0.0654
CACNB1	1.0066	0.8093	1.1804	0.5221	1.6671		-0.1921	1.3739	0.5205	0.0967	0.6383	-0.69	1.3029	-0.1238	-0.0492	0.2318	-0.6217	0.1123		0.1492	-0.645	0.8249	-0.8312	-0.7636	-0.0022		-0.9455	0.9979	-0.0269	-0.7835	-0.1528	-0.2986	0.4344	-0.875	-0.7535	-0.0362	0.0655	0.9984	1.5274	-0.7561	0.5779	-3.0636	0.5469	-0.1371	-0.7795	1.975	2.0765	1.6794	-0.4389	-0.617	-1.212	2.1593	-0.3918	-2.8923		-0.4717	-0.7481	-0.9827	0.5383	-0.4842	-2.3135	-0.7553	3.5064	0.2817	-1.6718	-0.4692	0.1754	0.211	0.029	-2.0743	-0.373	-0.6789			0.384	0.118		-1.061	0.393	-0.7434	0.1652	-0.3251	-0.6117	0.1002	-0.0451	0.5256	2.3033	-0.4442	-1.3641	0.4355	-0.0341	1.0196	0.0586	-0.4208	0.7662	0.9745	-0.4122	0.7854	0.7786	-0.8019	-0.9854	0.1392	1.5764	0.6306	1.9661	-0.5541	1.6914	0.4308	-0.5635	-1.6076	0.1583	-1.38	2.7757	-1.4698	0.1637	-1.9458	-2.7567	0.411	0.1232	-0.7919	1.9769	-0.7136
CACNB2		-2.8408							-2.1715			0.1368				-1.86	1.6495	-2.0414				0.8134	-3.2594		0.8379	-0.7089	3.7039							0.7094	0.3849	-0.0449			-0.3285		0.3179			0.4031	-0.1341	0.8929									-4.0267		1.3841	-2.1023			-3.8669				-1.4794		-1.326			-1.5929												2.1676	3.9791		6.3582			1.9109		-0.9778							6.2437							5.5183					-0.6165	0.0051	6.1685	5.0057			-0.8428	-0.4543				1.2312		
CACNB3	1.2126	-0.1065	0.3255	0.4968	-0.8545	0.8385	-0.6125	0.4439	-1.8911	0.8628	-0.5386	0.7652	0.0808	-0.7139	-0.4311	0.4625	-0.7133	0.4484	0.3295	-0.4112	-1.5037	-0.329	-0.6327	-0.1023	1.4665	0.3681	1.7237	-0.1437	-0.8291	1.3217	0.2346	0.3524	-0.5154	-0.9299	0.0214	0.1322	0.7846	-1.0292	0.3609	-0.4118	0.855	-1.0213	0.0051	0.4135	-0.0347	0.6661	-0.9386	1.209	-0.066	0.1536	0.3221	-0.0794	-1.5863	1.0846	0.53	0.3433	0.0709	0.0691	-0.3973	0.9266	-0.8431	-0.7489	-0.8691	0.9253	1.5946	0.6693	-0.7991	-0.2727	-0.1573	1.3293	-0.918	0.1784	-0.7715	-0.6804	0.7259	-1.3907	-1.5629	0.6287	0.3135	0.0772	0.4242	-1.1519	-0.4438	-0.434	0.5266	0.8262	0.8319	0.6449	-0.1149	-0.8979	-0.4209	-1.5867	0.9386	-0.6528	-0.1928	-0.3698	-0.99	-0.2173	-0.2647	-0.9172	-1.2457	1.1736	-0.4424	0.2908	0.1177	0.3118	-0.1134	-0.3492	0.0447	1.1638	0.389	-0.1097	0.2492	-1.0208	-0.7069	-1.5164	-2.5506	1.072	-0.0164	-1.5988	0.1999	-0.5881
CACNB4	-2.1163	-1.359	-0.9416	-1.2195	-0.9085	-1.1733	-0.4566	0.0893	-0.6344	-1.465	0.8456	-2.0552	-0.1286	-1.587	0.6146	-2.2487	-1.9763	0.0077	-1.9984	-1.9287	-1.7358	5.1929	0.748	0.4078	-1.9724	-0.5425	-0.1297	8.0741	1.7748	6.6874	-0.3893	0.9766	7.0483	2.3908	8.3352	-1.3901	7.9664	0.0691	-1.3192	5.5806	-1.2111	0.2368	3.0905	2.9071	6.6369	-1.5914	1.8865	-1.854	-0.3042	-0.7308	1.2873	-0.1529	-1.6171	5.1541	1.3212	3.5609	-0.9526	0.0646	-1.2143	-2.3725	0.7536	1.7344	-1.0372	1.7007	-1.3252	-0.4995	-2.3494	-0.9432	2.324	4.426	-0.6392	7.0481	-0.001	-2.1246	-0.4103	0.558	7.3552	-1.6527	-1.7455	0.0919	-0.9169	2.5927	-1.4531	5.235	-0.7787	-0.0545	1.9238	0.9297	8.2053	-1.1273	-0.0487	5.5601	0.6057	4.1588	-1.1767	0.0912	-1.4237	1.5147	0.8765	1.3834	-0.6314	-1.4635	-1.7066	0.7498	7.3444	1.1791	6.8316	-0.7557	3.886	2.9779	8.4581	5.0556	-1.2248	-0.4957	2.0169	-0.4622	0.9457	-2.2193	-1.1368	1.1262	-1.6431	-0.0806
CACNG1					-6.2343	1.8882	-8.0402		-2.2898	-2.2161	1.116	1.776	-9.0477		4.2934		-1.0602	3.2072			-1.3237	1.2072	3.817		-3.6472	-5.86	0.2626	-2.517	-0.487	0.5585	0.4717	4.6972	-0.1597		3.662	-5.4097	1.9432		-0.3583	-7.0731	-5.2582	2.3445	4.0695		1.4809	-1.1818		1.2776	-10.8446		-7.2017	3.0596	1.2826	2.5504	-6.8174	4.2698	2.3253	-8.4936	2.4757	-5.0849	1.1373	-1.6747		-8.5835	2.3358	-1.1371		2.5283	-5.4116	-7.2628	1.6396	-7.3623	-2.3512		-10.3208	-9.8468	-7.7046	3.4606	1.7136	-8.0115	1.7131	-0.2368	3.1118	1.3435		1.6976	-9.7053	0.6563	-9.4539	4.009	-7.1951	2.6097	0.9861	5.5863	-8.3381	1.7766	-10.3874	0.9036	1.9494	-7.7643		0.9081	0.9632	-8.1567		-10.748	-5.9829	4.0958	1.0435	2.995	-12.6436							1.4038	-0.3983	-4.106	-0.1121	-9.9559
CACNG2													4.7919	0.1095																									0.724			-1.1132									-1.2191								0.0618																-1.8912										0.8786																																					
CACNG3				-0.088																-0.4712																			-0.8079											0.2384																																					0.3269																0.2193																			
